,gsm,type,geo_id,platform.new,drug_name,DiseaseState,cell_type,TissueID,TissueName,ale_text_sex,ale_expr_sex,ale_expr_sex_post,cell_line
1221,GSM270549,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.729026053,FALSE
1222,GSM270550,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.8795527,FALSE
1223,GSM1005599,pert,GSE40960,GPL570,,0,Cells|Endothelial Cells|Media layer,1176,endothelial cell,,male,0.902657243,FALSE
1224,GSM1005600,pert,GSE40960,GPL570,,0,Cells|Endothelial Cells|Media layer,1176,endothelial cell,,male,0.567525667,FALSE
1225,GSM1005601,pert,GSE40960,GPL570,,0,Cells|Endothelial Cells|Media layer,1176,endothelial cell,,male,0.594898602,FALSE
1226,GSM960277,pert,GSE39293,GPL570,cidofovir(2-),1,Adenocarcinoma Cell|Body tissue|Cells|Cells [Chemical/Ingredient]|Cervix Uteri|Epithelial Cells|Foreskin of penis|HeLa Cells|keratinocyte|Organ,1421,uterine cervix,,female,0.827377426,FALSE
1227,GSM960285,pert,GSE39293,GPL570,cidofovir(2-),1,Adenocarcinoma Cell|Body tissue|Cells|Cells [Chemical/Ingredient]|Cervix Uteri|Epithelial Cells|Foreskin of penis|HeLa Cells|keratinocyte|Organ,1421,uterine cervix,,female,0.716839381,FALSE
1228,GSM960293,pert,GSE39293,GPL570,cidofovir(2-),1,Adenocarcinoma Cell|Body tissue|Cells|Cells [Chemical/Ingredient]|Cervix Uteri|Epithelial Cells|Foreskin of penis|HeLa Cells|keratinocyte|Organ,1421,uterine cervix,,female,0.805131606,FALSE
1229,GSM960282,pert,GSE39293,GPL570,cidofovir(2-),0,"Body tissue|Cell Line, Transformed|Cells|Cells [Chemical/Ingredient]|Entire skin|Foreskin of penis|keratinocyte",1113,prepuce,M,male,0.78193364,FALSE
1230,GSM960290,pert,GSE39293,GPL570,cidofovir(2-),0,"Body tissue|Cell Line, Transformed|Cells|Cells [Chemical/Ingredient]|Entire skin|Foreskin of penis|keratinocyte",1113,prepuce,M,male,0.925041564,FALSE
1231,GSM960298,pert,GSE39293,GPL570,cidofovir(2-),0,"Body tissue|Cell Line, Transformed|Cells|Cells [Chemical/Ingredient]|Entire skin|Foreskin of penis|keratinocyte",1113,prepuce,M,male,0.931190681,FALSE
1232,GSM1905658,pert,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,female,0.564032473,NA
1233,GSM1905659,pert,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,female,0.628421908,NA
1234,GSM1905660,pert,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,male,0.510857407,NA
1235,GSM1905670,pert,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,female,0.871548789,NA
1236,GSM1905671,pert,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,female,0.835324896,NA
1237,GSM1905672,pert,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,female,0.8940572,NA
1238,GSM1905676,pert,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,female,0.523724277,NA
1239,GSM1905677,pert,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,female,0.60524275,NA
1240,GSM1905678,pert,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,female,0.505406463,NA
1241,GSM877505,pert,GSE35925,GPL570,calcitriol,1,Body tissue|Entire breast|Tissue type,149,breast,F,female,0.948779324,FALSE
1242,GSM877515,pert,GSE35925,GPL570,calcitriol,1,Body tissue|Entire breast|Tissue type,149,breast,F,female,0.910913797,FALSE
1243,GSM877519,pert,GSE35925,GPL570,calcitriol,1,Body tissue|Entire breast|Tissue type,149,breast,F,female,0.829214595,FALSE
1244,GSM877523,pert,GSE35925,GPL570,calcitriol,1,Body tissue|Entire breast|Tissue type,149,breast,F,female,0.952044374,FALSE
1245,GSM824110,pert,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.975755415,NA
1246,GSM824111,pert,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.981536163,NA
1247,GSM824112,pert,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.97131923,NA
1248,GSM824113,pert,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.977936154,NA
1249,GSM824106,pert,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.960055227,NA
1250,GSM824107,pert,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.963177386,NA
1251,GSM824108,pert,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.97585074,NA
1252,GSM824109,pert,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.964765432,NA
1253,GSM824121,pert,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.980005473,NA
1254,GSM824122,pert,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.981018189,NA
1255,GSM824123,pert,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.98779709,NA
1256,GSM824124,pert,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.982171453,NA
1257,GSM824114,pert,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.983374696,NA
1258,GSM824115,pert,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.976970375,NA
1259,GSM824116,pert,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.982214786,NA
1260,GSM824117,pert,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.983819619,NA
1261,GSM824102,pert,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.973979512,NA
1262,GSM824103,pert,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.977405017,NA
1263,GSM824104,pert,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.987797536,NA
1264,GSM824105,pert,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.974146107,NA
1265,GSM718723,pert,GSE29008,GPL570,toxin,NA,Colon structure (body structure)|Cultured Cell Line|Epithelial Cells,NA,NA,NA,female,0.916664496,NA
1266,GSM718724,pert,GSE29008,GPL570,toxin,NA,Colon structure (body structure)|Cultured Cell Line|Epithelial Cells,NA,NA,NA,female,0.928235239,NA
1267,GSM718725,pert,GSE29008,GPL570,toxin,NA,Colon structure (body structure)|Cultured Cell Line|Epithelial Cells,NA,NA,NA,female,0.907283126,NA
1268,GSM718731,pert,GSE29008,GPL570,toxin,NA,Colon structure (body structure)|Cultured Cell Line|Epithelial Cells,NA,NA,NA,female,0.876012665,NA
1269,GSM718732,pert,GSE29008,GPL570,toxin,NA,Colon structure (body structure)|Cultured Cell Line|Epithelial Cells,NA,NA,NA,female,0.859853988,NA
1270,GSM718733,pert,GSE29008,GPL570,toxin,NA,Colon structure (body structure)|Cultured Cell Line|Epithelial Cells,NA,NA,NA,female,0.860631506,NA
1271,GSM718734,pert,GSE29008,GPL570,toxin,NA,Colon structure (body structure)|Cultured Cell Line|Epithelial Cells,NA,NA,NA,female,0.823510923,NA
1272,GSM414873,pert,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,male,0.744785444,FALSE
1273,GSM414893,pert,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,female,0.929229503,FALSE
1274,GSM414905,pert,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,female,0.709077405,FALSE
1275,GSM414916,pert,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,female,0.729284254,FALSE
1276,GSM270567,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.644752298,FALSE
1277,GSM270568,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,female,0.766447449,FALSE
1278,GSM270569,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.911645266,FALSE
1279,GSM270570,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.726174995,FALSE
1280,GSM270583,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.75264679,FALSE
1281,GSM270584,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.883441033,FALSE
1282,GSM270585,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.538198529,FALSE
1283,GSM270586,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.798033417,FALSE
1284,GSM422204,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.526509801,FALSE
1285,GSM422205,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,female,0.896882865,FALSE
1286,GSM422206,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,female,0.595665,FALSE
1287,GSM422207,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,female,0.917402491,FALSE
1288,GSM756956,pert,GSE30524,GPL570,histone deacetylase inhibitor|inhibitor|protein|protein polypeptide chain,0,B-Lymphocytes|Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell|Myeloma cell,776,B-lymphocyte,M,male,0.638513177,FALSE
1289,GSM756957,pert,GSE30524,GPL570,histone deacetylase inhibitor|inhibitor|protein|protein polypeptide chain,0,B-Lymphocytes|Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell|Myeloma cell,776,B-lymphocyte,M,male,0.541311984,FALSE
1290,GSM756960,pert,GSE30524,GPL570,histone deacetylase inhibitor|inhibitor|protein|protein polypeptide chain,0,B-Lymphocytes|Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell|Myeloma cell,776,B-lymphocyte,M,female,0.64548967,FALSE
1291,GSM756961,pert,GSE30524,GPL570,histone deacetylase inhibitor|inhibitor|protein|protein polypeptide chain,0,B-Lymphocytes|Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell|Myeloma cell,776,B-lymphocyte,M,female,0.888155193,FALSE
1292,GSM756958,pert,GSE30524,GPL570,histone deacetylase inhibitor|inhibitor|protein|protein polypeptide chain,0,B-Lymphocytes|Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell|Myeloma cell,776,B-lymphocyte,M,female,0.741231488,FALSE
1293,GSM756959,pert,GSE30524,GPL570,histone deacetylase inhibitor|inhibitor|protein|protein polypeptide chain,0,B-Lymphocytes|Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell|Myeloma cell,776,B-lymphocyte,M,female,0.764404076,FALSE
1294,GSM548545,pert,GSE22061,GPL570,histone deacetylase inhibitor|romidepsin|solvent,1,"Cells [Chemical/Ingredient]|Colon structure (body structure)|Cultured Cell Line|HCT116 Cells|Malignant Epithelial Cell|Tumor cells, malignant",269,colon,,male,0.820382327,FALSE
1295,GSM548546,pert,GSE22061,GPL570,histone deacetylase inhibitor|romidepsin|solvent,1,"Cells [Chemical/Ingredient]|Colon structure (body structure)|Cultured Cell Line|HCT116 Cells|Malignant Epithelial Cell|Tumor cells, malignant",269,colon,,male,0.689132677,FALSE
1296,GSM1296648,pert,GSE53603,GPL570,dimethyl sulfoxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Embryo,1233,plant embryo,,female,0.861541702,FALSE
1297,GSM1296649,pert,GSE53603,GPL570,dimethyl sulfoxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Embryo,1233,plant embryo,,female,0.919764396,FALSE
1298,GSM1531467,pert,GSE62687,GPL570,,0,Body tissue|Brain|brain cell|Cells|Embryo|Entire midbrain|Microtubules|Neurons|Tissue fiber,138,midbrain,,female,0.793005909,FALSE
1299,GSM1531468,pert,GSE62687,GPL570,,0,Body tissue|Brain|brain cell|Cells|Embryo|Entire midbrain|Microtubules|Neurons|Tissue fiber,138,midbrain,,female,0.804956691,FALSE
1300,GSM1531469,pert,GSE62687,GPL570,,0,Body tissue|Brain|brain cell|Cells|Embryo|Entire midbrain|Microtubules|Neurons|Tissue fiber,138,midbrain,,female,0.891968852,FALSE
1301,GSM1531470,pert,GSE62687,GPL570,,0,Body tissue|Brain|brain cell|Cells|Embryo|Entire midbrain|Microtubules|Neurons|Tissue fiber,138,midbrain,,female,0.692269597,FALSE
1302,GSM1531471,pert,GSE62687,GPL570,,0,Body tissue|Brain|brain cell|Cells|Embryo|Entire midbrain|Microtubules|Neurons|Tissue fiber,138,midbrain,,female,0.89429155,FALSE
1303,GSM1531472,pert,GSE62687,GPL570,,0,Body tissue|Brain|brain cell|Cells|Embryo|Entire midbrain|Microtubules|Neurons|Tissue fiber,138,midbrain,,female,0.855736514,FALSE
1304,GSM1696576,pert,GSE69269,GPL570,acetonitrile|pyrrolizidine alkaloid|water,NA,Hepatocyte,NA,NA,NA,male,0.945921108,NA
1305,GSM1696577,pert,GSE69269,GPL570,acetonitrile|pyrrolizidine alkaloid|water,NA,Hepatocyte,NA,NA,NA,male,0.89724963,NA
1306,GSM1696578,pert,GSE69269,GPL570,acetonitrile|pyrrolizidine alkaloid|water,NA,Hepatocyte,NA,NA,NA,male,0.929213828,NA
1307,GSM1696573,pert,GSE69269,GPL570,acetonitrile|pyrrolizidine alkaloid|senecionine|water,NA,Hepatocyte,NA,NA,NA,male,0.943872685,NA
1308,GSM1696574,pert,GSE69269,GPL570,acetonitrile|pyrrolizidine alkaloid|senecionine|water,NA,Hepatocyte,NA,NA,NA,male,0.970681006,NA
1309,GSM1696575,pert,GSE69269,GPL570,acetonitrile|pyrrolizidine alkaloid|senecionine|water,NA,Hepatocyte,NA,NA,NA,male,0.862616948,NA
1310,GSM1696567,pert,GSE69269,GPL570,acetonitrile|pyrrolizidine alkaloid|water,NA,Hepatocyte,NA,NA,NA,male,0.947864067,NA
1311,GSM1696568,pert,GSE69269,GPL570,acetonitrile|pyrrolizidine alkaloid|water,NA,Hepatocyte,NA,NA,NA,male,0.933015808,NA
1312,GSM1696569,pert,GSE69269,GPL570,acetonitrile|pyrrolizidine alkaloid|water,NA,Hepatocyte,NA,NA,NA,male,0.947804604,NA
1313,GSM672194,pert,GSE27208,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.788338062,FALSE
1314,GSM672200,pert,GSE27208,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.839263135,FALSE
1315,GSM672206,pert,GSE27208,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.862942784,FALSE
1316,GSM422193,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,female,0.848877444,FALSE
1317,GSM422194,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.797936653,FALSE
1318,GSM422195,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.690528255,FALSE
1319,GSM672163,pert,GSE27204,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.962863789,FALSE
1320,GSM672164,pert,GSE27204,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.960843019,FALSE
1321,GSM672165,pert,GSE27204,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.959202566,FALSE
1322,GSM672169,pert,GSE27204,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.973102017,FALSE
1323,GSM672170,pert,GSE27204,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.950318107,FALSE
1324,GSM672171,pert,GSE27204,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.961674544,FALSE
1325,GSM672151,pert,GSE27204,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.935608489,FALSE
1326,GSM672152,pert,GSE27204,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.956598336,FALSE
1327,GSM672153,pert,GSE27204,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.970708235,FALSE
1328,GSM672160,pert,GSE27204,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.957060397,FALSE
1329,GSM672161,pert,GSE27204,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.958864544,FALSE
1330,GSM672162,pert,GSE27204,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.959713549,FALSE
1331,GSM520225,pert,GSE20719,GPL570,inhibitor,1,"Breast Cancer Cell|Cells [Chemical/Ingredient]|Cultured Cell Line|poly(acrylonitrile) polymer|Tumor cells, malignant",150,breast cancer cell,,female,0.923610643,FALSE
1332,GSM520226,pert,GSE20719,GPL570,inhibitor,1,"Breast Cancer Cell|Cells [Chemical/Ingredient]|Cultured Cell Line|poly(acrylonitrile) polymer|Tumor cells, malignant",150,breast cancer cell,,female,0.892695685,FALSE
1333,GSM520227,pert,GSE20719,GPL570,inhibitor,1,"Breast Cancer Cell|Cells [Chemical/Ingredient]|Cultured Cell Line|poly(acrylonitrile) polymer|Tumor cells, malignant",150,breast cancer cell,,female,0.931436557,FALSE
1334,GSM740052,pert,GSE29881,GPL570,17beta-estradiol|ethanol|oxidised LDL,0,Cells|Endothelial Cells|Endothelium,1176,endothelial cell,,male,0.595838644,FALSE
1335,GSM740053,pert,GSE29881,GPL570,17beta-estradiol|ethanol|oxidised LDL,0,Cells|Endothelial Cells|Endothelium,1176,endothelial cell,,female,0.785700919,FALSE
1336,GSM740054,pert,GSE29881,GPL570,17beta-estradiol|ethanol|oxidised LDL,0,Cells|Endothelial Cells|Endothelium,1176,endothelial cell,,male,0.829440575,FALSE
